ID_Soporte;ITEM;EWP;CWP;CWA;PWP;ID_LINEA;ID_ISO;CLASE;ID_TipoSoporte;DIAM.;CANTIDAD;UNIDAD;PESO_TOTAL;UNIDAD2;SUMINISTRO;OBSERV.;;
"283_SL-02, ANGULO ANCLAJE LATERAL_6""";283;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"291_SL-02, ANGULO ANCLAJE LATERAL_6""";291;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"292_SL-02, ANGULO ANCLAJE LATERAL_6""";292;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"296_SL-02, ANGULO ANCLAJE LATERAL_6""";296;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"298_SL-02, ANGULO ANCLAJE LATERAL_6""";298;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"300_SL-02, ANGULO ANCLAJE LATERAL_6""";300;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"305_SL-02, ANGULO ANCLAJE LATERAL_6""";305;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"306_SL-02, ANGULO ANCLAJE LATERAL_6""";306;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"309_SL-02, ANGULO ANCLAJE LATERAL_6""";309;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"323_SL-02, ANGULO ANCLAJE LATERAL_6""";323;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"326_SL-02, ANGULO ANCLAJE LATERAL_6""";326;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"330_SL-02, ANGULO ANCLAJE LATERAL_6""";330;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"332_SL-02, ANGULO ANCLAJE LATERAL_6""";332;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"336_SL-02, ANGULO ANCLAJE LATERAL_6""";336;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"340_SL-02, ANGULO ANCLAJE LATERAL_6""";340;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"345_SL-02, ANGULO ANCLAJE LATERAL_6""";345;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"346_SL-02, ANGULO ANCLAJE LATERAL_6""";346;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"350_SL-02, ANGULO ANCLAJE LATERAL_6""";350;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"352_SL-02, ANGULO ANCLAJE LATERAL_6""";352;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"359_SL-02, ANGULO ANCLAJE LATERAL_6""";359;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"363_SL-02, ANGULO ANCLAJE LATERAL_6""";363;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"367_SL-02, ANGULO ANCLAJE LATERAL_6""";367;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"375_SL-02, ANGULO ANCLAJE LATERAL_6""";375;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"380_SL-02, ANGULO ANCLAJE LATERAL_6""";380;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"396_SL-02, ANGULO ANCLAJE LATERAL_6""";396;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"400_SL-02, ANGULO ANCLAJE LATERAL_6""";400;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"402_SL-02, ANGULO ANCLAJE LATERAL_6""";402;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"405_SL-02, ANGULO ANCLAJE LATERAL_6""";405;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"406_SL-02, ANGULO ANCLAJE LATERAL_6""";406;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"420_SL-02, ANGULO ANCLAJE LATERAL_6""";420;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"426_SL-02, ANGULO ANCLAJE LATERAL_6""";426;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"428_SL-02, ANGULO ANCLAJE LATERAL_6""";428;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"429_SL-02, ANGULO ANCLAJE LATERAL_6""";429;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"430_SL-02, ANGULO ANCLAJE LATERAL_6""";430;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"435_SL-02, ANGULO ANCLAJE LATERAL_6""";435;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"441_SL-02, ANGULO ANCLAJE LATERAL_6""";441;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"444_SL-02, ANGULO ANCLAJE LATERAL_6""";444;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"445_SL-02, ANGULO ANCLAJE LATERAL_6""";445;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"455_SL-02, ANGULO ANCLAJE LATERAL_6""";455;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"458_SL-02, ANGULO ANCLAJE LATERAL_6""";458;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"460_SL-02, ANGULO ANCLAJE LATERAL_6""";460;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"464_SL-02, ANGULO ANCLAJE LATERAL_6""";464;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C11-0001-N";;C11;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"505_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";505;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0005-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"506_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";506;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0005-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"507_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";507;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0005-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"510_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";510;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0005-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"499_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";499;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0006-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"500_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";500;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0006-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"501_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";501;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0006-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"503_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";503;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0006-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"502_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";502;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0007-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"504_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";504;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0007-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;+
"509_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";509;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0007-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"511_SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS_6""";511;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0007-R3";;C3;SP-05, SOPORTE PUNTUAL APOYO CAÑERIAS;"6""";1;un;-;kg;Contratista;;;
"2_ES-02, SOPORTE TRUNNION_1/2""";2;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;ES-02, SOPORTE TRUNNION;"1/2""";1;un;-;kg;Contratista;;;
"11_MS-06, MARCO SOPORTE TIPO ""L""_6""";11;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;"MS-06, MARCO SOPORTE TIPO ""L""";"6""";1;un;-;kg;Contratista;;;
"22_PU-01, PERNO U LARGO_6""";22;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"24_PU-01, PERNO U LARGO_6""";24;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"35_PU-01, PERNO U LARGO_6""";35;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"37_PU-01, PERNO U LARGO_6""";37;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"39_PU-01, PERNO U LARGO_6""";39;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"41_PU-01, PERNO U LARGO_6""";41;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"43_PU-01, PERNO U LARGO_6""";43;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"45_PU-01, PERNO U LARGO_6""";45;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"48_PU-01, PERNO U LARGO_6""";48;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"51_PU-01, PERNO U LARGO_6""";51;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"52_PU-01, PERNO U LARGO_6""";52;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"56_PU-01, PERNO U LARGO_6""";56;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"60_PU-01, PERNO U LARGO_6""";60;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"65_PU-01, PERNO U LARGO_6""";65;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"68_PU-01, PERNO U LARGO_6""";68;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"78_PU-01, PERNO U LARGO_6""";78;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"82_PU-01, PERNO U LARGO_6""";82;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"90_PU-01, PERNO U LARGO_6""";90;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"92_PU-01, PERNO U LARGO_6""";92;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"93_PU-01, PERNO U LARGO_6""";93;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"96_PU-01, PERNO U LARGO_6""";96;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"97_PU-01, PERNO U LARGO_6""";97;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"102_PU-01, PERNO U LARGO_6""";102;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"103_PU-01, PERNO U LARGO_6""";103;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"105_PU-01, PERNO U LARGO_6""";105;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"141_PU-01, PERNO U LARGO_6""";141;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"219_SL-02, ANGULO ANCLAJE LATERAL_6""";219;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"222_SL-02, ANGULO ANCLAJE LATERAL_6""";222;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"232_SL-02, ANGULO ANCLAJE LATERAL_6""";232;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"235_SL-02, ANGULO ANCLAJE LATERAL_6""";235;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"250_SL-02, ANGULO ANCLAJE LATERAL_6""";250;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"253_SL-02, ANGULO ANCLAJE LATERAL_6""";253;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"261_SL-02, ANGULO ANCLAJE LATERAL_6""";261;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"265_SL-02, ANGULO ANCLAJE LATERAL_6""";265;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"267_SL-02, ANGULO ANCLAJE LATERAL_6""";267;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"279_SL-02, ANGULO ANCLAJE LATERAL_6""";279;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"280_SL-02, ANGULO ANCLAJE LATERAL_6""";280;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"282_SL-02, ANGULO ANCLAJE LATERAL_6""";282;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
